"gene_id"	"n_genes_50kb"	"n_genes_100kb"	"n_genes_200kb"	"n_genes_500kb"	"n_genes_1000kb"
"ENSG00000163510"	1	1	1	2	2
"ENSG00000163516"	7	9	14	21	35
"ENSG00000163521"	6	9	14	20	35
"ENSG00000163535"	1	3	4	4	10
"ENSG00000163541"	1	1	2	2	5
"ENSG00000163586"	2	3	4	5	8
"ENSG00000163596"	1	1	4	5	7
"ENSG00000163599"	1	1	2	3	5
"ENSG00000163600"	1	1	2	3	4
"ENSG00000163792"	4	6	12	25	39
"ENSG00000163793"	3	7	12	28	42
"ENSG00000163794"	4	6	13	28	41
"ENSG00000163795"	5	6	12	27	41
"ENSG00000163798"	2	5	9	17	30
"ENSG00000163803"	1	1	1	5	8
"ENSG00000163806"	2	3	4	7	11
"ENSG00000163811"	1	2	4	7	9
"ENSG00000167165"	8	10	10	13	17
"ENSG00000168280"	1	1	1	3	5
"ENSG00000168288"	1	1	1	2	3
"ENSG00000168385"	3	3	3	12	21
"ENSG00000168393"	3	4	6	13	18
"ENSG00000168395"	2	4	7	13	17
"ENSG00000168397"	3	4	6	13	18
"ENSG00000168427"	4	5	8	12	15
"ENSG00000168497"	1	1	1	3	4
"ENSG00000168505"	1	3	3	4	6
"ENSG00000168530"	1	1	2	5	7
"ENSG00000168542"	1	2	2	3	5
"ENSG00000168582"	3	5	6	9	11
"ENSG00000168658"	1	1	1	5	9
"ENSG00000168702"	1	1	1	1	1
"ENSG00000168754"	1	1	4	9	11
"ENSG00000168758"	4	5	6	10	12
"ENSG00000168763"	4	5	7	8	13
"ENSG00000168874"	1	1	3	12	23
"ENSG00000168878"	3	3	9	14	21
"ENSG00000168883"	3	7	10	15	20
"ENSG00000168887"	5	8	10	15	20
"ENSG00000168890"	6	7	10	16	19
"ENSG00000168894"	6	7	10	16	19
"ENSG00000168899"	6	8	10	15	19
"ENSG00000168906"	3	4	8	17	20
"ENSG00000168918"	1	1	2	7	12
"ENSG00000168955"	2	2	3	6	10
"ENSG00000168958"	2	3	3	5	9
"ENSG00000169006"	3	3	3	5	7
"ENSG00000169016"	2	2	3	6	8
"ENSG00000169031"	1	1	3	6	9
"ENSG00000169047"	1	1	2	3	4
"ENSG00000169432"	1	1	1	3	5
"ENSG00000169507"	1	1	2	3	5
"ENSG00000169554"	1	1	1	2	2
"ENSG00000169564"	1	1	2	11	14
"ENSG00000169599"	1	3	3	5	11
"ENSG00000169604"	1	1	1	4	9
"ENSG00000169605"	2	3	3	5	10
"ENSG00000169607"	3	3	5	10	20
"ENSG00000169618"	2	3	3	5	13
"ENSG00000169621"	1	1	3	6	14
"ENSG00000169629"	1	1	3	8	14
"ENSG00000169679"	1	1	3	5	7
"ENSG00000169756"	1	1	1	5	8
"ENSG00000169764"	1	3	3	4	5
"ENSG00000169967"	1	2	4	7	12
"ENSG00000169994"	1	1	4	8	14
"ENSG00000170035"	1	1	1	1	2
"ENSG00000170144"	2	2	2	3	6
"ENSG00000170166"	3	7	10	12	12
"ENSG00000170178"	6	8	11	12	12
"ENSG00000170264"	1	3	3	3	6
"ENSG00000170340"	1	1	2	2	6
"ENSG00000170396"	1	1	1	1	1
"ENSG00000170417"	1	1	3	3	7
"ENSG00000170485"	1	1	3	3	10
"ENSG00000170500"	1	1	3	5	6
"ENSG00000170577"	1	1	2	3	4
"ENSG00000170634"	1	1	1	4	10
"ENSG00000170745"	1	1	1	1	8
"ENSG00000170802"	1	1	2	4	7
"ENSG00000170820"	1	1	1	1	5
"ENSG00000171055"	1	3	4	6	8
"ENSG00000171094"	1	1	1	1	4
"ENSG00000171103"	2	3	5	8	10
"ENSG00000171126"	1	3	3	4	7
"ENSG00000171132"	1	1	1	1	3
"ENSG00000171150"	1	1	3	10	13
"ENSG00000171174"	2	3	4	10	22
"ENSG00000171227"	2	2	4	7	10
"ENSG00000171303"	1	1	4	7	25
"ENSG00000171450"	2	4	7	17	34
"ENSG00000171551"	2	4	8	12	15
"ENSG00000171596"	1	2	4	9	15
"ENSG00000171848"	2	4	5	8	11
"ENSG00000171853"	1	1	3	7	9
"ENSG00000171863"	3	4	5	9	9
"ENSG00000171865"	3	4	5	9	9
"ENSG00000171951"	1	1	1	2	6
"ENSG00000172005"	1	2	2	6	8
"ENSG00000172016"	1	3	4	5	5
"ENSG00000172023"	1	2	5	5	5
"ENSG00000172059"	2	4	6	7	11
"ENSG00000172071"	1	1	3	3	6
"ENSG00000172073"	1	2	2	3	7
"ENSG00000172086"	1	2	4	5	7
"ENSG00000172116"	2	3	5	9	10
"ENSG00000172292"	1	1	1	3	7
"ENSG00000172318"	1	1	1	2	2
"ENSG00000172428"	3	3	5	7	15
"ENSG00000172478"	2	3	4	10	23
"ENSG00000172482"	2	3	4	11	23
"ENSG00000172554"	1	1	1	2	4
"ENSG00000172845"	1	1	1	2	7
"ENSG00000172878"	1	3	5	5	9
"ENSG00000172954"	1	1	1	3	5
"ENSG00000172985"	1	1	1	1	4
"ENSG00000173163"	1	1	1	4	6
"ENSG00000173166"	2	2	2	5	9
"ENSG00000173209"	4	4	4	6	9
"ENSG00000173272"	2	3	3	7	10
"ENSG00000173302"	1	2	3	9	15
"ENSG00000173349"	3	4	5	9	14
"ENSG00000173557"	3	3	3	9	18
"ENSG00000173559"	1	1	1	2	4
"ENSG00000173567"	2	3	5	9	16
"ENSG00000173692"	2	2	5	7	13
"ENSG00000173699"	1	4	5	8	12
"ENSG00000173744"	1	1	2	6	10
"ENSG00000173960"	1	3	5	11	13
"ENSG00000174279"	4	7	10	12	12
"ENSG00000174325"	1	1	1	3	4
"ENSG00000174453"	1	1	2	3	4
"ENSG00000174501"	1	1	1	5	12
"ENSG00000175084"	3	3	6	23	30
"ENSG00000175497"	1	1	1	1	1
"ENSG00000175874"	1	2	4	5	8
"ENSG00000175879"	6	9	10	12	12
"ENSG00000176204"	1	1	1	1	1
"ENSG00000176407"	1	1	1	6	11
"ENSG00000176601"	1	3	3	5	6
"ENSG00000176714"	4	6	8	18	34
"ENSG00000176720"	2	2	5	12	21
"ENSG00000176732"	2	4	9	11	13
"ENSG00000176771"	2	2	2	2	4
"ENSG00000176887"	1	1	1	1	2
"ENSG00000176946"	1	3	5	11	19
"ENSG00000177483"	2	3	3	7	20
"ENSG00000177519"	1	1	1	1	2
"ENSG00000177673"	1	1	2	10	14
"ENSG00000177917"	2	2	3	3	3
"ENSG00000177994"	1	1	3	4	9
"ENSG00000178021"	2	2	3	4	11
"ENSG00000178074"	3	3	4	4	6
"ENSG00000178171"	1	2	3	8	15
"ENSG00000178206"	3	3	3	8	9
"ENSG00000178295"	2	3	3	5	6
"ENSG00000178385"	1	1	1	8	13
"ENSG00000178562"	1	1	1	4	7
"ENSG00000178568"	1	1	1	1	1
"ENSG00000178586"	4	4	7	7	12
"ENSG00000178602"	3	3	5	7	15
"ENSG00000178623"	2	4	9	11	20
"ENSG00000178662"	1	1	1	3	6
"ENSG00000178752"	3	4	8	11	15
"ENSG00000179270"	2	3	3	7	9
"ENSG00000179528"	6	14	18	21	29
"ENSG00000179833"	1	1	2	3	6
"ENSG00000179915"	1	1	1	1	1
"ENSG00000179921"	5	5	7	13	21
"ENSG00000180228"	3	5	6	6	9
"ENSG00000180251"	1	1	2	7	10
"ENSG00000180398"	2	2	4	7	14
"ENSG00000180871"	1	3	4	10	17
"ENSG00000180902"	2	3	6	12	15
"ENSG00000181378"	1	4	7	20	36
"ENSG00000182083"	4	4	6	8	12
"ENSG00000182177"	1	1	4	4	6
"ENSG00000182187"	5	5	6	9	11
"ENSG00000182263"	1	1	1	1	1
"ENSG00000182329"	1	1	3	7	11
"ENSG00000182389"	1	1	1	4	6
"ENSG00000182551"	2	2	4	9	9
"ENSG00000182600"	3	3	4	8	19
"ENSG00000182698"	2	4	9	23	33
"ENSG00000183023"	1	1	2	2	2
"ENSG00000183054"	1	1	4	5	7
"ENSG00000183091"	1	1	1	5	7
"ENSG00000183281"	2	2	2	6	9
"ENSG00000183292"	2	5	6	11	18
"ENSG00000183513"	4	4	4	7	9
"ENSG00000183607"	1	2	4	5	10
"ENSG00000183671"	1	3	4	7	9
"ENSG00000183733"	3	4	4	10	17
"ENSG00000183840"	1	1	1	3	4
"ENSG00000183891"	2	2	3	4	6
"ENSG00000184182"	1	1	4	12	19
"ENSG00000184261"	2	3	3	6	9
"ENSG00000184492"	2	2	3	6	13
"ENSG00000184611"	1	1	1	2	5
"ENSG00000184731"	1	NA	NA	NA	NA
"ENSG00000184761"	2	5	6	11	17
"ENSG00000184898"	2	2	2	6	6
"ENSG00000184924"	3	4	4	5	9
"ENSG00000184945"	4	4	6	14	19
"ENSG00000185013"	3	3	3	4	4
"ENSG00000185038"	1	11	11	14	16
"ENSG00000185176"	3	5	7	14	18
"ENSG00000185304"	1	1	1	4	6
"ENSG00000185404"	2	2	3	4	9
"ENSG00000185414"	4	7	9	12	15
"ENSG00000185674"	2	3	11	12	14
"ENSG00000186132"	1	2	4	7	11
"ENSG00000186143"	5	6	13	25	39
"ENSG00000186235"	4	4	9	12	15
"ENSG00000186281"	1	2	4	9	12
"ENSG00000186453"	3	3	4	10	13
"ENSG00000186487"	1	1	1	1	2
"ENSG00000186522"	1	2	3	4	5
"ENSG00000186684"	1	1	4	6	12
"ENSG00000186825"	1	2	2	2	7
"ENSG00000186854"	1	4	4	5	10
"ENSG00000186889"	1	1	1	2	4
"ENSG00000187123"	1	1	1	3	4
"ENSG00000187231"	1	1	1	2	4
"ENSG00000187514"	3	3	4	8	12
"ENSG00000187600"	1	2	4	7	12
"ENSG00000187605"	1	1	5	11	33
"ENSG00000187627"	1	2	4	8	10
"ENSG00000187699"	2	2	2	4	13
"ENSG00000187736"	2	2	9	21	39
"ENSG00000187833"	2	3	5	9	15
"ENSG00000187944"	2	4	4	6	6
"ENSG00000187957"	1	1	1	2	5
"ENSG00000188010"	2	3	5	8	11
"ENSG00000188011"	3	3	5	10	NA
"ENSG00000188042"	1	1	1	1	4
"ENSG00000188177"	1	1	3	7	14
"ENSG00000188219"	2	3	3	7	10
"ENSG00000188282"	1	1	3	9	15
"ENSG00000188389"	2	4	6	10	NA
"ENSG00000188452"	1	1	3	3	5
"ENSG00000188542"	4	5	6	11	18
"ENSG00000188674"	2	4	7	9	11
"ENSG00000188687"	1	1	4	23	32
"ENSG00000188738"	1	1	1	1	1
"ENSG00000188760"	5	7	9	13	26
"ENSG00000188886"	3	3	5	11	13
"ENSG00000189292"	3	3	3	4	NA
"ENSG00000189350"	1	1	4	8	9
"ENSG00000189362"	2	2	2	5	9
"ENSG00000196141"	1	1	2	4	11
"ENSG00000196151"	1	2	3	3	5
"ENSG00000196208"	1	1	3	6	8
"ENSG00000196228"	1	2	2	5	8
"ENSG00000196290"	3	4	6	9	17
"ENSG00000196460"	1	2	2	5	9
"ENSG00000196504"	1	3	3	3	3
"ENSG00000196604"	1	2	5	8	14
"ENSG00000196659"	2	2	4	5	6
"ENSG00000196758"	1	1	1	4	9
"ENSG00000196811"	5	5	8	13	17
"ENSG00000196834"	1	2	4	10	17
"ENSG00000196843"	1	2	2	7	18
"ENSG00000196862"	1	1	1	2	4
"ENSG00000196872"	1	1	1	4	17
"ENSG00000196950"	1	1	2	2	3
"ENSG00000196975"	1	1	3	7	13
"ENSG00000197121"	1	1	4	5	6
"ENSG00000197223"	1	2	3	5	8
"ENSG00000197329"	1	1	2	3	6
"ENSG00000197557"	2	2	4	5	7
"ENSG00000197635"	1	2	2	5	7
"ENSG00000197713"	3	3	3	4	8
"ENSG00000197756"	1	1	3	5	10
"ENSG00000197872"	1	1	1	1	1
"ENSG00000197927"	1	1	2	3	9
"ENSG00000198075"	1	1	3	5	9
"ENSG00000198130"	1	1	3	6	10
"ENSG00000198142"	2	2	2	4	6
"ENSG00000198203"	1	2	3	5	9
"ENSG00000198369"	1	1	1	3	5
"ENSG00000198380"	1	2	2	4	9
"ENSG00000198399"	1	1	2	10	12
"ENSG00000198522"	5	5	8	17	31
"ENSG00000198586"	1	1	1	4	10
"ENSG00000198612"	1	1	1	3	8
"ENSG00000198648"	1	1	1	2	3
"ENSG00000198885"	3	3	5	10	17
"ENSG00000198914"	1	1	1	2	8
"ENSG00000198925"	5	10	13	21	35
"ENSG00000204099"	2	4	7	11	NA
"ENSG00000204104"	1	1	4	10	14
"ENSG00000204120"	2	2	5	10	19
"ENSG00000204128"	3	3	5	8	13
"ENSG00000204186"	1	1	3	7	11
"ENSG00000204217"	1	1	1	5	10
"ENSG00000204262"	1	1	2	2	5
"ENSG00000204311"	4	4	6	6	9
"ENSG00000204334"	2	2	4	7	7
"ENSG00000204335"	2	2	5	6	7
"ENSG00000204406"	1	1	1	2	4
"ENSG00000204634"	1	1	1	6	7
"ENSG00000204640"	1	1	3	5	7
"ENSG00000204822"	7	12	19	21	29
"ENSG00000204843"	1	5	10	25	30
"ENSG00000204923"	2	2	3	7	12
"ENSG00000205086"	1	1	1	3	5
"ENSG00000205111"	1	2	3	5	11
"ENSG00000205221"	1	1	3	7	14
"ENSG00000205334"	2	3	9	15	30
"ENSG00000205639"	3	7	8	11	13
"ENSG00000205795"	3	3	6	8	10
"ENSG00000211460"	2	2	2	3	4
"ENSG00000213160"	1	3	7	11	13
"ENSG00000213337"	4	6	6	9	12
"ENSG00000213626"	1	1	1	3	5
"ENSG00000213639"	2	2	3	6	11
"ENSG00000213699"	2	3	4	8	26
"ENSG00000213828"	2	2	2	3	5
"ENSG00000213901"	2	3	9	21	39
"ENSG00000213953"	3	3	4	5	6
"ENSG00000214513"	3	5	7	9	13
"ENSG00000214595"	1	1	1	3	8
"ENSG00000214694"	2	4	5	9	11
"ENSG00000214711"	1	3	3	4	5
"ENSG00000214842"	2	2	2	4	6
"ENSG00000214866"	1	2	2	6	9
"ENSG00000216921"	2	3	5	9	NA
"ENSG00000217075"	3	3	3	4	7
"ENSG00000217236"	3	3	6	7	10
"ENSG00000217702"	3	4	7	10	33
"ENSG00000218416"	2	3	3	10	21
"ENSG00000218739"	3	6	6	10	13
"ENSG00000218819"	1	1	2	2	4
"ENSG00000219626"	2	4	9	11	13
"ENSG00000220256"	1	1	1	3	11
"ENSG00000221823"	1	2	4	7	10
"ENSG00000221843"	3	5	10	21	37
"ENSG00000221944"	5	5	8	13	17
"ENSG00000221961"	4	4	7	7	12
"ENSG00000222000"	2	3	3	4	9
"ENSG00000222001"	3	4	4	8	16
"ENSG00000222005"	2	2	5	9	13
"ENSG00000222007"	2	2	2	2	4
"ENSG00000222014"	1	1	2	6	10
"ENSG00000222017"	2	3	5	9	12
"ENSG00000222020"	2	2	2	4	5
"ENSG00000222022"	2	2	3	8	11
"ENSG00000222031"	1	1	1	3	7
"ENSG00000222033"	2	2	5	6	7
"ENSG00000222038"	1	2	5	9	18
"ENSG00000222040"	2	3	5	11	13
"ENSG00000223874"	2	2	2	4	8
"ENSG00000224132"	1	1	2	5	9
"ENSG00000224361"	2	2	2	3	5
"ENSG00000226124"	1	1	1	4	5
"ENSG00000226321"	1	2	4	9	23
"ENSG00000226479"	2	3	3	6	6
"ENSG00000228325"	1	1	2	2	2
"ENSG00000228474"	4	7	11	20	36
"ENSG00000229615"	2	3	5	9	10
"ENSG00000231031"	1	1	2	4	4
"ENSG00000231145"	5	5	5	8	11
"ENSG00000231672"	1	1	1	1	2
"ENSG00000232056"	2	2	4	5	10
"ENSG00000232125"	1	1	4	4	9
"ENSG00000233404"	2	2	3	4	8
"ENSG00000233438"	2	4	9	24	39
"ENSG00000233502"	2	4	6	8	11
"ENSG00000233538"	2	2	5	6	16
"ENSG00000233608"	1	1	1	2	5
"ENSG00000234949"	2	5	5	8	13
"ENSG00000237412"	4	6	8	13	16
"ENSG00000237524"	1	1	1	3	6
"ENSG00000237651"	3	4	4	7	9
"ENSG00000238091"	2	2	3	6	14
"ENSG00000239305"	3	3	3	8	14
"ENSG00000239332"	2	2	5	8	13
"ENSG00000239474"	4	4	5	9	14
"ENSG00000239605"	2	2	3	6	13
"ENSG00000239779"	7	11	19	22	29
"ENSG00000240224"	9	10	11	13	17
"ENSG00000240344"	3	4	6	9	16
"ENSG00000240857"	3	3	3	4	4
"ENSG00000241119"	8	9	10	13	17
"ENSG00000241399"	4	4	4	6	9
"ENSG00000241635"	7	8	10	14	18
"ENSG00000241962"	2	4	10	12	14
"ENSG00000242366"	10	10	11	13	17
"ENSG00000242441"	3	3	4	5	7
"ENSG00000242515"	8	8	10	14	18
"ENSG00000243135"	10	10	11	13	17
"ENSG00000243147"	3	3	4	9	19
"ENSG00000243244"	2	3	5	6	7
"ENSG00000243667"	2	4	4	6	8
"ENSG00000243943"	3	6	9	20	35
"ENSG00000244122"	8	10	10	13	17
"ENSG00000244474"	9	10	11	13	17
"ENSG00000244617"	2	2	5	9	14
"ENSG00000247626"	3	4	5	10	12
"ENSG00000248672"	2	3	5	6	8
"ENSG00000249884"	3	3	3	8	14
"ENSG00000250565"	1	3	5	7	12
"ENSG00000250741"	3	3	3	4	4
"ENSG00000251569"	3	4	5	9	14
"ENSG00000255767"	2	3	6	9	9
"ENSG00000256671"	2	3	3	4	7
"ENSG00000256977"	1	1	2	4	8
"ENSG00000257207"	1	2	3	5	7
"ENSG00000258881"	4	5	6	13	16
"ENSG00000265629"	2	2	2	2	2
"ENSG00000267889"	2	4	4	6	9
"ENSG00000267958"	4	5	7	12	33
"ENSG00000267963"	3	3	7	7	15
"ENSG00000268194"	1	1	1	4	7
"ENSG00000268241"	3	3	6	7	10
"ENSG00000268328"	4	4	6	9	14
"ENSG00000268396"	2	4	6	12	15
"ENSG00000268412"	2	3	3	7	12
"ENSG00000268485"	3	4	6	10	19
"ENSG00000268556"	4	4	5	7	9
"ENSG00000268656"	3	3	5	12	26
"ENSG00000268688"	2	3	3	6	14
"ENSG00000268809"	4	4	6	7	9
"ENSG00000268821"	2	2	3	6	11
"ENSG00000268822"	3	4	6	14	18
"ENSG00000268846"	3	3	4	5	6
"ENSG00000268857"	2	2	2	3	3
"ENSG00000268898"	2	2	2	2	3
"ENSG00000269000"	2	2	2	2	5
"ENSG00000269074"	2	2	3	6	8
"ENSG00000269210"	3	4	5	9	11
"ENSG00000269363"	2	3	4	8	12
"ENSG00000269383"	2	3	3	6	7
"ENSG00000269417"	3	3	5	6	11
"ENSG00000269563"	3	3	3	6	9
"ENSG00000269633"	1	2	3	6	10
"ENSG00000269686"	2	2	2	2	4
"ENSG00000270757"	4	5	7	11	12
"ENSG00000270898"	4	4	6	7	8
"ENSG00000270999"	1	1	2	2	2
"ENSG00000272268"	1	1	1	1	2
"ENSG00000273045"	6	7	8	12	15
"ENSG00000273155"	7	7	8	13	15
"ENSG00000001617"	2	2	5	20	37
"ENSG00000003756"	2	2	4	22	36
"ENSG00000004399"	1	3	5	7	15
"ENSG00000004534"	1	1	3	14	35
"ENSG00000004838"	9	12	15	21	29
"ENSG00000007402"	1	1	7	22	24
"ENSG00000008226"	2	2	7	9	14
"ENSG00000008300"	3	6	10	18	34
"ENSG00000008324"	3	3	6	13	19
"ENSG00000008952"	1	2	3	10	14
"ENSG00000010256"	4	7	9	17	32
"ENSG00000010282"	3	5	7	14	19
"ENSG00000010318"	4	6	7	17	41
"ENSG00000010319"	4	6	9	18	41
"ENSG00000010322"	3	4	10	20	36
"ENSG00000010327"	4	5	9	16	31
"ENSG00000011198"	2	2	2	2	3
"ENSG00000011376"	1	1	2	4	13
"ENSG00000012223"	1	3	7	11	22
"ENSG00000013293"	2	2	2	4	9
"ENSG00000013297"	1	1	2	5	9
"ENSG00000014257"	1	1	3	5	7
"ENSG00000016391"	3	4	5	5	7
"ENSG00000016864"	5	5	7	17	30
"ENSG00000017260"	1	1	3	4	7
"ENSG00000018408"	1	1	1	6	11
"ENSG00000023330"	4	6	8	24	39
"ENSG00000031081"	1	1	2	12	17
"ENSG00000033867"	1	1	2	2	3
"ENSG00000034533"	3	3	3	3	7
"ENSG00000036054"	1	2	4	8	12
"ENSG00000036828"	1	1	2	8	16
"ENSG00000041802"	2	3	3	4	8
"ENSG00000041880"	6	11	13	20	33
"ENSG00000043093"	1	2	3	5	6
"ENSG00000044524"	1	1	1	1	1
"ENSG00000047457"	2	2	2	6	11
"ENSG00000047849"	1	1	1	4	18
"ENSG00000051341"	1	1	3	6	10
"ENSG00000051382"	1	1	1	5	13
"ENSG00000053524"	2	2	2	5	9
"ENSG00000055955"	5	6	8	13	25
"ENSG00000055957"	3	6	11	14	27
"ENSG00000056736"	3	5	5	5	6
"ENSG00000057019"	1	2	2	2	9
"ENSG00000058056"	1	1	3	5	10
"ENSG00000058063"	1	1	2	3	6
"ENSG00000058262"	2	2	4	5	11
"ENSG00000058866"	1	1	1	2	11
"ENSG00000060971"	3	4	5	10	14
"ENSG00000061938"	1	1	2	4	13
"ENSG00000064225"	2	2	2	4	10
"ENSG00000064835"	2	2	2	2	3
"ENSG00000065371"	2	2	4	4	5
"ENSG00000065485"	1	1	2	4	9
"ENSG00000065518"	1	2	3	5	8
"ENSG00000065534"	1	1	1	4	7
"ENSG00000066405"	1	2	2	6	10
"ENSG00000066422"	2	2	5	8	10
"ENSG00000067560"	1	6	7	14	37
"ENSG00000068001"	7	14	15	21	29
"ENSG00000068028"	9	14	15	21	29
"ENSG00000068745"	1	3	6	16	37
"ENSG00000068885"	1	1	2	5	11
"ENSG00000069849"	1	2	3	4	8
"ENSG00000070087"	1	4	4	4	7
"ENSG00000070476"	3	3	6	9	12
"ENSG00000070950"	1	2	3	5	7
"ENSG00000071282"	1	1	2	5	6
"ENSG00000071794"	1	2	3	6	11
"ENSG00000072274"	1	1	1	7	14
"ENSG00000072756"	3	3	4	4	4
"ENSG00000072858"	1	1	3	7	11
"ENSG00000073111"	3	3	5	5	9
"ENSG00000073282"	1	1	1	2	3
"ENSG00000073711"	1	1	2	3	4
"ENSG00000073792"	2	2	2	7	10
"ENSG00000073803"	1	1	2	6	9
"ENSG00000073849"	1	1	1	7	15
"ENSG00000074416"	1	1	3	6	9
"ENSG00000075420"	1	1	3	4	10
"ENSG00000075651"	1	1	2	4	5
"ENSG00000075711"	1	1	1	5	9
"ENSG00000075785"	1	1	2	7	16
"ENSG00000075914"	2	3	5	9	18
"ENSG00000075975"	3	4	4	7	10
"ENSG00000076201"	2	2	4	8	13
"ENSG00000076242"	2	3	4	5	9
"ENSG00000077092"	1	1	1	2	5
"ENSG00000077097"	1	2	3	5	5
"ENSG00000078070"	1	1	3	6	7
"ENSG00000078081"	1	3	3	6	8
"ENSG00000079257"	2	3	5	6	8
"ENSG00000080200"	1	3	3	8	13
"ENSG00000080224"	1	1	1	1	2
"ENSG00000080819"	2	3	5	9	15
"ENSG00000080822"	4	5	5	10	15
"ENSG00000081148"	1	1	2	2	8
"ENSG00000081154"	2	2	5	8	9
"ENSG00000081307"	3	4	4	5	8
"ENSG00000082684"	1	1	3	6	11
"ENSG00000082701"	1	1	1	4	14
"ENSG00000082781"	1	1	3	5	7
"ENSG00000082996"	2	2	4	6	7
"ENSG00000083937"	2	2	2	2	3
"ENSG00000085274"	3	4	5	8	11
"ENSG00000085276"	1	1	1	1	6
"ENSG00000088538"	1	1	1	1	8
"ENSG00000088543"	2	4	5	14	24
"ENSG00000088726"	1	2	4	8	9
"ENSG00000088727"	1	2	3	7	16
"ENSG00000090097"	9	10	14	20	35
"ENSG00000090402"	1	1	1	2	2
"ENSG00000090512"	3	4	7	10	13
"ENSG00000090520"	2	4	6	10	13
"ENSG00000090530"	1	1	1	2	6
"ENSG00000090534"	5	8	10	17	24
"ENSG00000090539"	6	7	10	17	23
"ENSG00000091181"	1	3	4	4	4
"ENSG00000091317"	2	3	3	5	9
"ENSG00000091513"	2	2	3	7	10
"ENSG00000091527"	2	2	2	7	10
"ENSG00000091972"	1	1	2	7	13
"ENSG00000091986"	1	2	3	5	12
"ENSG00000092345"	1	1	1	3	6
"ENSG00000093167"	1	1	2	5	8
"ENSG00000093183"	2	4	5	13	18
"ENSG00000093217"	1	1	3	9	15
"ENSG00000113790"	1	2	3	5	9
"ENSG00000113805"	1	1	1	1	1
"ENSG00000113810"	3	3	4	5	9
"ENSG00000113811"	3	4	5	6	6
"ENSG00000113812"	3	4	5	6	6
"ENSG00000113838"	3	3	5	10	13
"ENSG00000113845"	3	4	7	10	17
"ENSG00000113851"	2	3	3	4	4
"ENSG00000113889"	1	1	5	11	15
"ENSG00000113905"	2	4	6	10	13
"ENSG00000113916"	2	3	4	4	8
"ENSG00000113924"	1	2	4	5	8
"ENSG00000113946"	1	2	3	5	7
"ENSG00000113966"	1	3	4	5	10
"ENSG00000113971"	4	4	4	5	8
"ENSG00000114013"	1	1	3	6	17
"ENSG00000114019"	1	1	1	6	9
"ENSG00000114021"	3	3	4	8	11
"ENSG00000114023"	4	4	5	9	15
"ENSG00000114026"	6	8	11	18	27
"ENSG00000114030"	1	1	6	10	15
"ENSG00000114054"	1	2	3	4	4
"ENSG00000114098"	2	2	3	8	12
"ENSG00000114107"	1	1	3	7	16
"ENSG00000114113"	1	1	4	5	9
"ENSG00000114115"	1	3	3	5	7
"ENSG00000114120"	1	1	2	2	6
"ENSG00000114124"	1	1	3	5	7
"ENSG00000114125"	1	2	2	5	8
"ENSG00000114126"	1	1	1	4	8
"ENSG00000114127"	1	1	2	5	8
"ENSG00000114166"	1	1	3	5	5
"ENSG00000114200"	1	1	1	1	1
"ENSG00000114204"	2	2	3	4	5
"ENSG00000114209"	1	2	3	4	6
"ENSG00000114248"	2	3	6	10	11
"ENSG00000114251"	1	2	2	2	3
"ENSG00000114268"	3	4	12	20	32
"ENSG00000114270"	4	6	9	18	32
"ENSG00000114279"	1	1	1	1	2
"ENSG00000114302"	1	1	3	19	39
"ENSG00000114315"	1	1	1	3	7
"ENSG00000114316"	1	5	6	18	36
"ENSG00000114331"	1	1	2	4	6
"ENSG00000114346"	1	1	2	4	9
"ENSG00000114349"	2	3	8	19	36
"ENSG00000114353"	1	4	12	19	33
"ENSG00000114354"	2	3	3	4	9
"ENSG00000114378"	8	14	15	19	30
"ENSG00000114383"	8	14	15	21	29
"ENSG00000114388"	8	12	15	21	29
"ENSG00000114391"	2	3	5	8	10
"ENSG00000114395"	7	10	15	20	29
"ENSG00000114405"	1	3	4	4	4
"ENSG00000114416"	1	1	3	3	4
"ENSG00000114423"	1	1	1	2	2
"ENSG00000114439"	1	1	1	1	4
"ENSG00000114446"	1	1	1	4	7
"ENSG00000114450"	1	2	3	9	11
"ENSG00000114455"	1	2	2	5	8
"ENSG00000114473"	1	4	4	6	NA
"ENSG00000114480"	1	1	1	1	1
"ENSG00000114487"	1	1	2	3	8
"ENSG00000114491"	3	3	3	5	7
"ENSG00000114503"	3	4	4	8	13
"ENSG00000114520"	1	2	2	4	7
"ENSG00000114529"	2	4	5	8	14
"ENSG00000114541"	1	1	1	2	8
"ENSG00000114544"	1	2	3	4	11
"ENSG00000114547"	1	3	3	4	9
"ENSG00000114554"	1	1	2	3	8
"ENSG00000114573"	1	3	4	8	14
"ENSG00000114626"	3	3	5	6	10
"ENSG00000114631"	2	4	5	5	9
"ENSG00000114638"	3	5	5	7	14
"ENSG00000114646"	2	2	4	7	10
"ENSG00000114648"	1	2	4	7	15
"ENSG00000114650"	1	2	4	7	12
"ENSG00000114654"	2	4	6	11	18
"ENSG00000114656"	2	4	4	10	20
"ENSG00000114670"	1	1	1	4	7
"ENSG00000114686"	1	1	3	4	6
"ENSG00000114698"	1	1	2	4	6
"ENSG00000114735"	2	4	6	13	24
"ENSG00000114737"	3	4	5	8	23
"ENSG00000114738"	2	4	5	6	22
"ENSG00000114739"	2	2	4	8	15
"ENSG00000114742"	2	3	4	7	13
"ENSG00000114744"	3	3	4	7	9
"ENSG00000114745"	3	4	5	8	13
"ENSG00000114757"	1	1	1	2	6
